blockiness	SA	letterbox	pillarbox	blockloss	blur	TA	blackout	freezing	exposure_bri	contrast	interlace	noise	slice	flickering	score
0.9490159393939397	113.80010717171714	0.0	0.0	0.1191919191919192	3.7095898989898983	5.858433400809716	0.0	0.0	122.4040404040404	57.812788808080775	0.023604323232323254	0.34269393939393944	6.752218181818177	-0.789078323232323	3
0.9810524999999999	106.03372250000002	0.0	0.0	0.015625	4.59671875	40.799391290322575	0.0	0.0	131.40625	63.48752437500001	0.009470000000000003	0.5239343750000001	20.234875000000002	-0.8247615624999999	5
0.9743488235294118	103.77905323529409	0.0	0.0	0.014705882352941176	4.48539705882353	40.19047462686568	0.0	0.0	132.38235294117646	62.48658455882352	0.011609264705882347	0.5885073529411764	8.806426470588235	-0.8360567647058825	5
0.9592197169811321	79.22097518867925	0.0	0.0	0.09433962264150944	4.690056603773586	23.151589619047623	0.0	0.0	129.52830188679246	51.9714075471698	0.005280566037735851	1.8731849056603758	2.832056603773585	-0.8289658490566038	5
1.0139920833333331	94.93297152777777	0.0	0.0	0.16666666666666666	4.248180555555553	21.04077070422535	0.0	0.0	128.94444444444446	59.8416365277778	0.007094583333333338	1.3075055555555557	1.8064583333333333	-0.8378504166666667	5
0.9550457303370787	84.1612442696629	0.0	0.0	0.17415730337078653	4.675134831460675	21.09069352272728	0.0	0.0	130.80898876404495	46.525967415730335	0.016966629213483145	0.8394404494382024	4.3179775280898856	-0.8112646067415731	6
0.964731224489796	110.80012357142857	0.0	0.0	0.09183673469387756	4.110285714285716	23.387377731958768	0.0	0.0	127.14285714285714	59.571763367346946	0.012247857142857138	0.4847530612244896	20	-0.8081539795918368	6
0.9215333333333331	136.02749233333333	0.0	0.0	0.0	3.706666666666665	27.872815254237278	0.0	0.0	130.86666666666667	62.18175449999999	0.039796500000000005	2.898988333333334	8.696583333333335	-0.8116126666666668	5
0.8924376923076927	107.69459323076926	0.0	0.0	0.05384615384615385	3.882353846153845	30.6397128125	0.0	0.0	133.4	56.99727184615386	0.012875846153846156	0.3538184615384615	103.97313846153845	-0.8163281538461539	5
0.9767536842105264	120.26284671052635	0.0	0.0	0.10526315789473684	4.042144736842106	29.81736239999999	0.0	0.0	128.8815789473684	58.383313552631584	0.005047105263157897	0.5965473684210526	1.57425	-0.8284751315789473	6
0.9669799999999998	100.34313938461537	0.0	0.0	0.27692307692307694	3.242523076923076	16.903887656250003	0.0	0.0	133.41538461538462	52.412538461538446	0.006735230769230773	0.5161661538461537	1.8579846153846158	-0.7984509230769231	5
